IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,PackageName,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
17,10.215.173.1,42906,10.215.173.2,53,10161,Gboard,com.google.android.inputmethod.latin,DNS,Unreachable,www.gstatic.com,0,0,0,0,2026-09-09T23:28:26.427-06:00,2026-09-09T23:28:26.427-06:00
17,10.215.173.1,61025,10.215.173.2,53,10161,Gboard,com.google.android.inputmethod.latin,DNS,Unreachable,www.gstatic.com,0,0,0,0,2026-09-09T23:28:26.430-06:00,2026-09-09T23:28:26.430-06:00
17,10.215.173.1,51327,10.215.173.2,53,10161,Gboard,com.google.android.inputmethod.latin,DNS,Unreachable,www.gstatic.com,0,0,0,0,2026-09-09T23:28:26.434-06:00,2026-09-09T23:28:26.434-06:00
17,10.215.173.1,1695,10.215.173.2,53,10161,Gboard,com.google.android.inputmethod.latin,DNS,Unreachable,www.gstatic.com,0,0,0,0,2026-09-09T23:28:26.437-06:00,2026-09-09T23:28:26.437-06:00
17,10.215.173.1,26494,10.215.173.2,53,10161,Gboard,com.google.android.inputmethod.latin,DNS,Unreachable,www.gstatic.com,0,0,0,0,2026-09-09T23:28:26.441-06:00,2026-09-09T23:28:26.441-06:00
17,10.215.173.1,13524,10.215.173.2,53,10161,Gboard,com.google.android.inputmethod.latin,DNS,Unreachable,www.gstatic.com,0,0,0,0,2026-09-09T23:28:26.444-06:00,2026-09-09T23:28:26.444-06:00
17,10.215.173.1,50687,10.215.173.2,53,10161,Gboard,com.google.android.inputmethod.latin,DNS,Unreachable,www.gstatic.com,0,0,0,0,2026-09-09T23:28:26.447-06:00,2026-09-09T23:28:26.447-06:00
17,10.215.173.1,47677,10.215.173.2,53,10161,Gboard,com.google.android.inputmethod.latin,DNS,Unreachable,www.gstatic.com,0,0,0,0,2026-09-09T23:28:26.451-06:00,2026-09-09T23:28:26.451-06:00
17,10.215.173.1,60678,10.215.173.2,53,10161,Gboard,com.google.android.inputmethod.latin,DNS,Unreachable,www.gstatic.com,0,0,0,0,2026-09-09T23:28:26.454-06:00,2026-09-09T23:28:26.454-06:00
17,10.215.173.1,32994,10.215.173.2,53,10161,Gboard,com.google.android.inputmethod.latin,DNS,Unreachable,www.gstatic.com,0,0,0,0,2026-09-09T23:28:26.457-06:00,2026-09-09T23:28:26.457-06:00
17,10.215.173.1,45869,10.215.173.2,53,10161,Gboard,com.google.android.inputmethod.latin,DNS,Unreachable,www.gstatic.com,0,0,0,0,2026-09-09T23:28:26.460-06:00,2026-09-09T23:28:26.460-06:00
17,10.215.173.1,10940,10.215.173.2,53,10161,Gboard,com.google.android.inputmethod.latin,DNS,Unreachable,www.gstatic.com,0,0,0,0,2026-09-09T23:28:26.464-06:00,2026-09-09T23:28:26.464-06:00
17,10.215.173.1,44825,10.215.173.2,53,10161,Gboard,com.google.android.inputmethod.latin,DNS,Unreachable,www.gstatic.com,0,0,0,0,2026-09-09T23:28:26.467-06:00,2026-09-09T23:28:26.467-06:00
17,10.215.173.1,36126,10.215.173.2,53,10161,Gboard,com.google.android.inputmethod.latin,DNS,Unreachable,www.gstatic.com,0,0,0,0,2026-09-09T23:28:26.471-06:00,2026-09-09T23:28:26.471-06:00
17,10.215.173.1,20785,10.215.173.2,53,10161,Gboard,com.google.android.inputmethod.latin,DNS,Unreachable,www.gstatic.com,0,0,0,0,2026-09-09T23:28:26.474-06:00,2026-09-09T23:28:26.474-06:00
17,10.215.173.1,28209,10.215.173.2,53,10161,Gboard,com.google.android.inputmethod.latin,DNS,Unreachable,www.gstatic.com,0,0,0,0,2026-09-09T23:28:26.477-06:00,2026-09-09T23:28:26.477-06:00
